Unnamed: 0,Location (District),Installed Capacity (MW),Latitude,Longitude,Average domestic electricity rates in Rs./KWh,Per capita electricity consumption in KWh,Solar Rad Monthly,Solar Rad Annual,poa monthly,allsky_insolation
251,Siang,0.11,22.6,83.05,4,703,"[5.998735427856445, 6.5158185958862305, 6.813780307769775, 6.701499938964844, 6.487589359283447, 4.949024677276611, 4.197580337524414, 4.106297492980957, 4.821257591247559, 5.748034954071045, 5.935135364532471, 5.792094707489014]",5.672237396,"[185.96080017089844, 182.4429168701172, 211.22718811035156, 201.0449981689453, 201.11526489257812, 148.47073364257812, 130.12498474121094, 127.29521942138672, 144.63772583007812, 178.1890869140625, 178.05406188964844, 179.554931640625]","[4.89, 4.87, 4.94, 4.93, 4.78]"
252,Singrauli,15,24.19468,82.6656,7,606,"[5.613967418670654, 6.4094977378845215, 6.9431257247924805, 6.85648250579834, 6.368863105773926, 5.359621524810791, 4.514214992523193, 5.054792404174805, 5.360528945922852, 5.8038482666015625, 5.676333427429199, 5.519064903259277]",5.790028095,"[174.03298950195312, 179.4659423828125, 215.2368927001953, 205.69447326660156, 197.43475341796875, 160.7886505126953, 139.94065856933594, 156.6985626220703, 160.8158721923828, 179.91929626464844, 170.29000854492188, 171.0910186767578]","[4.89, 4.74, 4.89, 4.85, 4.68]"
253,Sirohi,2,24.8903,72.85645,7.95,1282,"[6.205804347991943, 6.741634845733643, 7.050171375274658, 7.056365489959717, 6.790076732635498, 6.003225803375244, 4.760575771331787, 4.752397060394287, 6.134585380554199, 6.689105987548828, 6.173489093780518, 5.8744282722473145]",6.185987949,"[192.3799285888672, 188.76577758789062, 218.55531311035156, 211.6909637451172, 210.4923858642578, 180.09677124023438, 147.57785034179688, 147.32431030273438, 184.03756713867188, 207.36228942871094, 185.2046661376953, 182.10726928710938]","[5.27, 5.21, 5.23, 5.19, 5.14]"
254,Sitamau,57,24.01382,75.35395,6.5,1084,"[5.877087593078613, 6.7986159324646, 7.158529758453369, 7.02995491027832, 6.680758953094482, 5.735647201538086, 4.662354946136475, 4.357170581817627, 5.947401523590088, 6.534121513366699, 5.9273505210876465, 5.751349925994873]",6.038362026,"[182.18971252441406, 190.3612518310547, 221.9144287109375, 210.89865112304688, 207.10353088378906, 172.0694122314453, 144.5330047607422, 135.07228088378906, 178.4220428466797, 202.55776977539062, 177.8205108642578, 178.29185485839844]","[5.07, 5.04, 5.08, 4.99, 4.82]"
255,Sivaganga,11,9.8559,78.59113,6.6,1866,"[5.771372318267822, 6.444632053375244, 6.72414493560791, 6.321695327758789, 6.027842998504639, 5.886362552642822, 5.726415157318115, 6.0533881187438965, 6.253900051116943, 5.6001176834106445, 5.071988582611084, 5.1090898513793945]",5.915912628,"[178.91253662109375, 180.44969177246094, 208.448486328125, 189.65086364746094, 186.86312866210938, 176.59088134765625, 177.5188751220703, 187.655029296875, 187.61700439453125, 173.60365295410156, 152.15965270996094, 158.3817901611328]","[5.46, 5.61, 5.5, 5.19, 5.3]"
256,Sivagangai,5.55,9.85021,78.4856,6.6,1866,"[5.807271480560303, 6.488697528839111, 6.73838996887207, 6.3129119873046875, 6.082177639007568, 5.893244743347168, 5.777101516723633, 6.033854007720947, 6.281341075897217, 5.670901775360107, 5.140079975128174, 5.1844401359558105]",5.95086813,"[180.02542114257812, 181.68353271484375, 208.8900909423828, 189.38735961914062, 188.54750061035156, 176.79734802246094, 179.09014892578125, 187.04946899414062, 188.4402313232422, 175.79795837402344, 154.202392578125, 160.7176513671875]","[5.46, 5.61, 5.5, 5.19, 5.3]"
257,Srikakulam,31,18.3,83.9,9.95,1480,"[5.932560920715332, 6.426199913024902, 6.507110595703125, 6.39630651473999, 5.894781112670898, 5.112340927124023, 4.501535892486572, 4.765370845794678, 5.2945756912231445, 5.650057792663574, 5.644994735717773, 5.619207859039307]",5.645420551,"[183.90939331054688, 179.93359375, 201.72042846679688, 191.88919067382812, 182.73822021484375, 153.37022399902344, 139.547607421875, 147.72650146484375, 158.83726501464844, 175.15179443359375, 169.34983825683594, 174.19544982910156]","[4.9, 4.88, 4.81, 4.89, 4.81]"
260,Surat,95.37,21.18578,72.83679,5,2378,"[6.2547454833984375, 6.722930431365967, 7.160517692565918, 7.023124694824219, 6.549574851989746, 5.421637535095215, 4.224722862243652, 4.520545482635498, 5.1961188316345215, 6.271551132202148, 5.855441570281982, 5.840190887451172]",5.920092106,"[193.89710998535156, 188.24205017089844, 221.97604370117188, 210.69374084472656, 203.0368194580078, 162.6491241455078, 130.96641540527344, 140.1369171142578, 155.88356018066406, 194.4180908203125, 175.6632537841797, 181.04591369628906]","[5.27, 5.17, 5.23, 5.18, 5.03]"
261,Surendranagar,282.68,22.7,71.68333,5,2378,"[6.227075099945068, 6.788708686828613, 7.121324062347412, 7.081904411315918, 6.736028671264648, 5.686612606048584, 4.670495510101318, 4.710537910461426, 5.823458194732666, 6.443289279937744, 6.032661437988281, 5.882461071014404]",6.100379944,"[193.03932189941406, 190.08384704589844, 220.76104736328125, 212.45713806152344, 208.81689453125, 170.59837341308594, 144.7853546142578, 146.02667236328125, 174.70375061035156, 199.74197387695312, 180.97984313964844, 182.35629272460938]","[5.36, 5.25, 5.26, 5.29, 5.13]"
262,Susner,15.86,23.94504,76.09478,6.5,1084,"[5.848597526550293, 6.828664302825928, 7.123411178588867, 7.0598626136779785, 6.704792022705078, 5.630993366241455, 4.783437728881836, 4.711289882659912, 5.8659467697143555, 6.323625087738037, 5.925383567810059, 5.5771565437316895]",6.031929493,"[181.3065185546875, 191.20260620117188, 220.82574462890625, 211.79588317871094, 207.8485565185547, 168.92979431152344, 148.2865753173828, 146.04998779296875, 175.97840881347656, 196.03237915039062, 177.76150512695312, 172.891845703125]","[4.98, 5.02, 5.02, 4.98, 4.76]"
263,Tarntaran.,1,31.45963,74.9221,7.3,2046,"[4.203682899475098, 5.2865891456604, 6.161165714263916, 6.446469783782959, 6.460134029388428, 5.707995414733887, 5.000940799713135, 5.5356903076171875, 5.691617012023926, 5.751151084899902, 4.908513069152832, 4.437938690185547]",5.465990543,"[130.3141632080078, 148.0244903564453, 190.9961395263672, 193.3940887451172, 200.26416015625, 171.2398681640625, 155.02915954589844, 171.6063995361328, 170.74850463867188, 178.2856903076172, 147.25538635253906, 137.5760955810547]","[4.66, 4.77, 4.76, 4.76, 4.57]"
264,Tawang,0.01,27.65262304,91.95256943,4,703,"[5.334765434265137, 5.15976095199585, 4.546962738037109, 4.427656173706055, 4.513645172119141, 4.352670192718506, 4.2207722663879395, 4.60400390625, 4.609644412994385, 5.687328815460205, 5.510491371154785, 5.664456367492676]",4.886013031,"[165.3777313232422, 144.4733123779297, 140.95584106445312, 132.82968139648438, 139.92300415039062, 130.58010864257812, 130.84393310546875, 142.72412109375, 138.28933715820312, 176.30718994140625, 165.3147430419922, 175.59814453125]","[3.84, 3.87, 3.9, 3.84, 3.75]"
265,Tezu,0.01,27.92732,96.15465,4,703,"[4.124849319458008, 3.9153637886047363, 3.6126115322113037, 3.693542242050171, 4.486408233642578, 4.149074077606201, 4.031660556793213, 4.418088912963867, 4.601477146148682, 5.142600059509277, 5.295305252075195, 4.979215621948242]",4.370850086,"[127.87032318115234, 109.63018798828125, 111.99095916748047, 110.80626678466797, 139.0786590576172, 124.47222137451172, 124.98148345947266, 136.96075439453125, 138.0443115234375, 159.4206085205078, 158.85916137695312, 154.35568237304688]","[3.66, 3.54, 3.76, 3.63, 3.67]"
266,Thiruchandur,1,8.49639,78.12185,6.6,1866,"[5.8927764892578125, 6.425195217132568, 6.700864315032959, 6.46502685546875, 6.03968620300293, 5.613653659820557, 5.8078293800354, 6.132534980773926, 6.46327018737793, 6.1628828048706055, 4.966811656951904, 5.219590187072754]",5.990843296,"[182.6760711669922, 179.9054718017578, 207.72679138183594, 193.9508056640625, 187.2302703857422, 168.40960693359375, 180.04270935058594, 190.10858154296875, 193.89810180664062, 191.0493621826172, 149.0043487548828, 161.8072967529297]","[5.59, 5.72, 5.31, 5.19, 5.19]"
267,Thiruvannamalai,1,12.23528,79.07477,6.6,1866,"[5.953998565673828, 6.560727119445801, 6.810211658477783, 6.6672539710998535, 6.038028717041016, 5.704230785369873, 5.21227502822876, 5.606433391571045, 6.05263614654541, 5.3098907470703125, 5.102363586425781, 5.1662421226501465]",5.848691463,"[184.57395935058594, 183.7003631591797, 211.11656188964844, 200.0176239013672, 187.17889404296875, 171.12692260742188, 161.5805206298828, 173.7994384765625, 181.57908630371094, 164.6066131591797, 153.07090759277344, 160.15350341796875]","[5.36, 5.54, 5.32, 5.35, 5.34]"
268,Thoothukudi,2,8.78333,78.13333,6.6,1866,"[6.020715236663818, 6.5264668464660645, 6.8259453773498535, 6.350417613983154, 6.096497058868408, 5.8821001052856445, 5.885799884796143, 6.088028907775879, 6.552051067352295, 5.960825443267822, 5.549209117889404, 5.385541915893555]",6.093633175,"[186.6421661376953, 182.74107360839844, 211.60430908203125, 190.5125274658203, 188.9914093017578, 176.46299743652344, 182.4597930908203, 188.72889709472656, 196.56153869628906, 184.78558349609375, 166.4762725830078, 166.95179748535156]","[5.59, 5.72, 5.31, 5.19, 5.19]"
269,Tiruchulli,1,9.57999,78.29247,6.6,1866,"[5.810163497924805, 6.544925212860107, 6.7544941902160645, 6.296362400054932, 5.974775314331055, 5.75940465927124, 5.678455352783203, 6.038977146148682, 6.4430742263793945, 5.728631973266602, 5.026156425476074, 5.140424728393555]",5.932987213,"[180.1150665283203, 183.25790405273438, 209.38931274414062, 188.890869140625, 185.21803283691406, 172.78213500976562, 176.03211975097656, 187.2082977294922, 193.29222106933594, 177.58758544921875, 150.78469848632812, 159.35316467285156]","[5.46, 5.61, 5.5, 5.19, 5.3]"
270,Tirunelveli,59.36,9.37956,77.45969,6.6,1866,"[5.815670967102051, 6.429924964904785, 6.765471935272217, 6.204729080200195, 5.837355613708496, 5.119451522827148, 4.781355381011963, 5.325623512268066, 5.757943630218506, 5.476346015930176, 5.308438301086426, 5.126056671142578]",5.662363529,"[180.28579711914062, 180.03790283203125, 209.72962951660156, 186.14187622070312, 180.95802307128906, 153.5835418701172, 148.22201538085938, 165.09432983398438, 172.73831176757812, 169.7667236328125, 159.25314331054688, 158.9077606201172]","[5.18, 5.34, 5.18, 5.12, 5.19]"
271,Tiruppur,10.5,11.01753,77.39771,6.6,1866,"[6.286875247955322, 6.653472900390625, 6.992053985595703, 6.550804138183594, 6.2101898193359375, 5.910094738006592, 5.764186859130859, 6.1092705726623535, 6.351786136627197, 5.833728790283203, 5.46356725692749, 5.650102138519287]",6.148011684,"[194.89312744140625, 186.2972412109375, 216.75367736816406, 196.5241241455078, 192.51588439941406, 177.30284118652344, 178.68978881835938, 189.38739013671875, 190.5535888671875, 180.84559631347656, 163.90701293945312, 175.15316772460938]","[5.43, 5.48, 5.33, 5.37, 5.43]"
272,Tirupur,37.5,11.054235,77.38152875,6.6,1866,"[6.0408616065979, 6.662048816680908, 7.028160572052002, 6.619687080383301, 6.158976078033447, 5.795547008514404, 5.651548385620117, 5.855893611907959, 6.313028335571289, 5.89736270904541, 5.56031608581543, 5.571585178375244]",6.096251965,"[187.26670837402344, 186.53736877441406, 217.8729705810547, 198.59060668945312, 190.92825317382812, 173.8664093017578, 175.197998046875, 181.53269958496094, 189.39085388183594, 182.8182373046875, 166.80947875976562, 172.71914672851562]","[5.43, 5.48, 5.33, 5.37, 5.43]"
273,Tiruvannamalai,30,12.23528,79.07477,6.6,1866,"[5.953998565673828, 6.560727119445801, 6.810211658477783, 6.6672539710998535, 6.038028717041016, 5.704230785369873, 5.21227502822876, 5.606433391571045, 6.05263614654541, 5.3098907470703125, 5.102363586425781, 5.1662421226501465]",5.848691463,"[184.57395935058594, 183.7003631591797, 211.11656188964844, 200.0176239013672, 187.17889404296875, 171.12692260742188, 161.5805206298828, 173.7994384765625, 181.57908630371094, 164.6066131591797, 153.07090759277344, 160.15350341796875]","[5.36, 5.54, 5.32, 5.35, 5.34]"
274,Trichy,155,10.8087816666667,78.6952933333333,6.6,1866,"[5.938074588775635, 6.60223388671875, 6.8747239112854, 6.56787633895874, 6.112540245056152, 5.8039774894714355, 5.705929756164551, 5.95383882522583, 6.313142776489258, 5.663321018218994, 5.238619327545166, 5.232092380523682]",6.00053072,"[184.08030700683594, 184.862548828125, 213.11643981933594, 197.03628540039062, 189.48875427246094, 174.11932373046875, 176.88381958007812, 184.56900024414062, 189.394287109375, 175.56295776367188, 157.15858459472656, 162.1948699951172]","[5.4, 5.6, 5.41, 5.31, 5.38]"
275,Tumkur,1917.88,13.34004,77.1015100000001,7.5,1396,"[6.72370719909668, 7.031337738037109, 7.14536190032959, 6.708840370178223, 6.218790054321289, 5.393377780914307, 4.864834308624268, 4.949060440063477, 5.722094535827637, 5.65501070022583, 5.882659912109375, 5.9931159019470215]",6.024015903,"[208.43492126464844, 196.87745666503906, 221.5062255859375, 201.2652130126953, 192.78248596191406, 161.80133056640625, 150.8098602294922, 153.42086791992188, 171.662841796875, 175.30532836914062, 176.47979736328125, 185.78659057617188]","[5.45, 5.45, 5.37, 5.47, 5.4]"
276,Tuticorin,25,8.789065,78.13581,6.6,1866,"[5.847632884979248, 6.606964588165283, 6.83579158782959, 6.525477409362793, 6.035945415496826, 5.904454231262207, 5.811132431030273, 6.094755172729492, 6.586610794067383, 5.8690996170043945, 4.974000930786133, 5.380100250244141]",6.039330959,"[181.27662658691406, 184.99501037597656, 211.9095458984375, 195.7643280029297, 187.1143035888672, 177.1336212158203, 180.14511108398438, 188.93740844726562, 197.59832763671875, 181.9420928955078, 149.22003173828125, 166.78311157226562]","[5.59, 5.72, 5.31, 5.19, 5.19]"
277,Udaipur,12,24.587,73.69848,7.95,1282,"[6.413301944732666, 7.0152153968811035, 7.222799777984619, 7.066167831420898, 6.929846286773682, 5.831671714782715, 4.547693729400635, 4.653607368469238, 5.938590049743652, 6.639571189880371, 6.012136459350586, 5.911157608032227]",6.181813717,"[198.81236267089844, 196.426025390625, 223.90679931640625, 211.9850311279297, 214.8252410888672, 174.9501495361328, 140.97850036621094, 144.26182556152344, 178.15769958496094, 205.8267059326172, 180.3640899658203, 183.24588012695312]","[5.2, 5.13, 5.15, 5.11, 5.01]"
278,Ujjain,77.36,23.18087,75.78816,6.5,1084,"[5.957158088684082, 6.836041450500488, 7.151228904724121, 7.056240558624268, 6.643152236938477, 5.426748275756836, 4.26719856262207, 4.073612213134766, 5.647324562072754, 6.389619827270508, 5.979379177093506, 5.787796497344971]",5.934625149,"[184.67190551757812, 191.40916442871094, 221.68809509277344, 211.6872100830078, 205.93771362304688, 162.8024444580078, 132.2831573486328, 126.28197479248047, 169.41973876953125, 198.07821655273438, 179.38137817382812, 179.42169189453125]","[5.04, 5.01, 5.06, 4.98, 4.83]"
279,Ukkadam Sewage\rFarm,1,10.98968,76.9641,6.6,1866,"[6.306849479675293, 6.770797252655029, 6.9644951820373535, 6.4295430183410645, 6.12713098526001, 5.363495349884033, 5.2145280838012695, 5.792627334594727, 6.22824239730835, 5.649794578552246, 5.3085856437683105, 5.700198650360107]",5.988023758,"[195.5123291015625, 189.5823211669922, 215.89935302734375, 192.88629150390625, 189.94105529785156, 160.9048614501953, 161.65037536621094, 179.57144165039062, 186.84727478027344, 175.1436309814453, 159.257568359375, 176.70616149902344]","[5.17, 5.15, 5.05, 5.06, 5.12]"
280,Unchahar,10,25.90385,81.29578,7,606,"[4.577195167541504, 5.982753753662109, 7.054931640625, 6.903257846832275, 6.151949405670166, 5.527099609375, 4.83176326751709, 5.09975004196167, 5.332552433013916, 5.76577615737915, 5.155082702636719, 4.545303821563721]",5.57728529,"[141.89305114746094, 167.51710510253906, 218.702880859375, 207.0977325439453, 190.71043395996094, 165.81298828125, 149.78466796875, 158.09225463867188, 159.97657775878906, 178.7390594482422, 154.65248107910156, 140.9044189453125]","[4.77, 4.65, 4.85, 4.77, 4.57]"
281,Vadodara,38.41,22.30946,73.17993,5,2378,"[6.259214878082275, 6.807526588439941, 7.077431678771973, 7.030713081359863, 6.6929402351379395, 5.692527770996094, 4.690304756164551, 4.622842788696289, 5.760819911956787, 6.408541679382324, 5.904564380645752, 5.813282012939453]",6.063392639,"[194.03565979003906, 190.61074829101562, 219.40037536621094, 210.92138671875, 207.48114013671875, 170.7758331298828, 145.39944458007812, 143.30812072753906, 172.82460021972656, 198.664794921875, 177.13693237304688, 180.2117462158203]","[5.23, 5.09, 5.16, 5.17, 4.99]"
282,Vellore,5,12.91356,79.13251,6.6,1866,"[6.076171398162842, 6.714858055114746, 6.967657566070557, 6.708176136016846, 6.102154731750488, 5.553767204284668, 5.349672794342041, 5.50715970993042, 5.939526081085205, 5.294925212860107, 5.024331092834473, 5.3135271072387695]",5.879327774,"[188.36131286621094, 188.01602172851562, 215.9973907470703, 201.2452850341797, 189.1667938232422, 166.61302185058594, 165.83985900878906, 170.72195434570312, 178.18577575683594, 164.14268493652344, 150.7299346923828, 164.71934509277344]","[5.36, 5.54, 5.32, 5.35, 5.34]"
283,Vidisha,5,23.5214,77.8064,6.5,1084,"[5.837209701538086, 6.725620269775391, 7.154712677001953, 6.9776692390441895, 6.5119452476501465, 5.432121753692627, 4.444607734680176, 4.333209037780762, 5.6095991134643555, 6.3783745765686035, 5.821371555328369, 5.819409370422363]",5.920487881,"[180.95350646972656, 188.31736755371094, 221.7960968017578, 209.330078125, 201.87030029296875, 162.96365356445312, 137.7828369140625, 134.32948303222656, 168.28797912597656, 197.7296142578125, 174.64114379882812, 180.4016876220703]","[4.94, 4.99, 4.99, 4.89, 4.77]"
284,Vijaypura,240.8,23.99385,79.14439,7.5,1396,"[5.570117950439453, 6.696813106536865, 6.997868537902832, 6.842043876647949, 6.372436046600342, 5.186054706573486, 4.360592365264893, 4.867372035980225, 5.731570720672607, 6.208155632019043, 5.7066192626953125, 5.762472152709961]",5.858509541,"[172.6736602783203, 187.51077270507812, 216.93392944335938, 205.26132202148438, 197.54551696777344, 155.58163452148438, 135.17835998535156, 150.88853454589844, 171.94712829589844, 192.45281982421875, 171.19857788085938, 178.6366424560547]","[4.99, 4.96, 5.03, 4.91, 4.81]"
286,Virudhunagar,287.05,9.514,77.94211,6.6,1866,"[5.740952968597412, 6.470883369445801, 6.66456937789917, 6.381824016571045, 5.975562572479248, 5.6681413650512695, 5.498427391052246, 5.921881675720215, 6.191903114318848, 5.83581018447876, 5.220472812652588, 5.247776508331299]",5.901517868,"[177.96954345703125, 181.1847381591797, 206.60165405273438, 191.45472717285156, 185.24244689941406, 170.0442352294922, 170.4512481689453, 183.57833862304688, 185.75709533691406, 180.9101104736328, 156.6141815185547, 162.6810760498047]","[5.18, 5.34, 5.18, 5.12, 5.19]"
287,Visakhapatnam,3,17.71984,83.26278,9.95,1480,"[5.783109664916992, 6.392006874084473, 6.643248558044434, 6.468885898590088, 5.910459995269775, 4.970175266265869, 4.690823554992676, 4.903538227081299, 5.099272727966309, 5.614147663116455, 5.588864803314209, 5.430620193481445]",5.624595642,"[179.27639770507812, 178.9761962890625, 205.94070434570312, 194.0665740966797, 183.22425842285156, 149.10525512695312, 145.41552734375, 152.0096893310547, 152.97817993164062, 174.03857421875, 167.6659393310547, 168.34922790527344]","[4.97, 4.95, 4.83, 4.94, 4.85]"
288,Visakhaptnam,1,17.71984,83.26278,9.95,1480,"[5.783109664916992, 6.392006874084473, 6.643248558044434, 6.468885898590088, 5.910459995269775, 4.970175266265869, 4.690823554992676, 4.903538227081299, 5.099272727966309, 5.614147663116455, 5.588864803314209, 5.430620193481445]",5.624595642,"[179.27639770507812, 178.9761962890625, 205.94070434570312, 194.0665740966797, 183.22425842285156, 149.10525512695312, 145.41552734375, 152.0096893310547, 152.97817993164062, 174.03857421875, 167.6659393310547, 168.34922790527344]","[4.97, 4.95, 4.83, 4.94, 4.85]"
289,Vizianagaram,515.26,18.13722,83.33082,9.95,1480,"[5.806013584136963, 6.34377908706665, 6.774599075317383, 6.356024265289307, 5.85111665725708, 4.858915328979492, 4.684232234954834, 4.649153709411621, 5.394354820251465, 5.562382221221924, 5.5983991622924805, 5.517501354217529]",5.616372585,"[179.98641967773438, 177.6258087158203, 210.0125732421875, 190.68072509765625, 181.38461303710938, 145.7674560546875, 145.21119689941406, 144.12376403808594, 161.8306427001953, 172.43385314941406, 167.9519805908203, 171.04254150390625]","[4.9, 4.88, 4.81, 4.89, 4.81]"
290,Warangal,122,17.98405,79.60205,9.5,1896,"[5.9199066162109375, 6.6344709396362305, 6.7901716232299805, 6.669445991516113, 6.182674407958984, 4.9774169921875, 4.547865867614746, 4.898369312286377, 5.708468437194824, 5.868423938751221, 5.98757266998291, 5.823919296264648]",5.834059238,"[183.51710510253906, 185.7651824951172, 210.4953155517578, 200.0833740234375, 191.66290283203125, 149.322509765625, 140.9838409423828, 151.8494415283203, 171.25405883789062, 181.921142578125, 179.62718200683594, 180.54150390625]","[5.35, 5.2, 5.29, 5.2, 5.12]"
291,Yadgiri,142.5,13.05044,77.505,7.5,1396,"[6.652213096618652, 7.066847801208496, 7.141110420227051, 6.686368942260742, 6.156818389892578, 5.40938663482666, 4.909063816070557, 5.038079261779785, 5.871607780456543, 5.431228160858154, 5.650729656219482, 5.797928810119629]",5.984282017,"[206.21861267089844, 197.87173461914062, 221.37442016601562, 200.591064453125, 190.8613739013672, 162.28160095214844, 152.1809844970703, 156.18045043945312, 176.1482391357422, 168.36807250976562, 169.5218963623047, 179.7357940673828]","[5.45, 5.45, 5.37, 5.47, 5.4]"
292,"Zuangtui , Aizawl",2,23.75505,92.74057,5.39,617,"[6.037224769592285, 6.3210859298706055, 5.94353723526001, 6.126563549041748, 5.181442737579346, 4.744566917419434, 4.581615924835205, 4.9172844886779785, 5.13045072555542, 5.459765911102295, 5.667559623718262, 5.833208084106445]",5.495358944,"[187.15396118164062, 176.9904022216797, 184.24964904785156, 183.79690551757812, 160.62472534179688, 142.33700561523438, 142.03009033203125, 152.43582153320312, 153.9135284423828, 169.25274658203125, 170.02679443359375, 180.82945251464844]","[4.45, 4.69, 4.52, 4.61, 4.71]"
293,bathinda,2,30.20712,74.9414,7.3,2046,"[4.230249881744385, 5.413167476654053, 6.47642183303833, 6.789107799530029, 6.374502182006836, 5.374443054199219, 5.295455455780029, 5.7815351486206055, 6.316880702972412, 5.728373050689697, 4.768062114715576, 4.713699817657471]",5.605158329,"[131.1377410888672, 151.56869506835938, 200.76907348632812, 203.67323303222656, 197.6095733642578, 161.23329162597656, 164.15911865234375, 179.2275848388672, 189.5064239501953, 177.57955932617188, 143.0418701171875, 146.12469482421875]","[4.74, 4.85, 4.88, 4.82, 4.63]"
294,bazak/bathinda,3,30.07051533,74.76313015,7.3,2046,"[4.131533145904541, 5.5149970054626465, 6.566370010375977, 6.7606401443481445, 6.362308502197266, 5.449088096618652, 5.465637683868408, 5.837777137756348, 6.381391525268555, 5.475337028503418, 5.100029945373535, 4.685750961303711]",5.644237995,"[128.07752990722656, 154.419921875, 203.55746459960938, 202.81919860839844, 197.2315673828125, 163.47264099121094, 169.4347686767578, 180.97108459472656, 191.44174194335938, 169.73544311523438, 153.0009002685547, 145.25828552246094]","[4.74, 4.85, 4.88, 4.82, 4.63]"
295,"behbalpur,\rbhadson",4,29.18099,78.06766,7.3,2046,"[4.594207763671875, 5.559647560119629, 6.412961959838867, 6.8073954582214355, 6.311297416687012, 5.398049354553223, 4.74363899230957, 5.022399425506592, 5.741058826446533, 5.956055641174316, 5.166479110717773, 4.746510982513428]",5.538309097,"[142.42044067382812, 155.67013549804688, 198.80181884765625, 204.22186279296875, 195.6502227783203, 161.9414825439453, 147.0528106689453, 155.6943817138672, 172.2317657470703, 184.63772583007812, 154.99436950683594, 147.141845703125]","[4.9, 4.92, 4.89, 4.83, 4.77]"
296,byepass,2.5,11.23923,75.87704,7.3,2046,"[6.344455718994141, 6.6459760665893555, 6.745617389678955, 6.326280117034912, 5.629685878753662, 4.3379740715026855, 4.372894763946533, 5.033893585205078, 5.69094705581665, 5.501300811767578, 5.682464122772217, 6.0955400466918945]",5.700586319,"[196.67813110351562, 186.0873260498047, 209.1141357421875, 189.7884063720703, 174.520263671875, 130.13922119140625, 135.5597381591797, 156.0507049560547, 170.72840881347656, 170.5403289794922, 170.4739227294922, 188.9617462158203]","[5.04, 5.13, 4.93, 4.94, 5.03]"
297,fatehgarh sahib,1,30.6421632,76.37667754,7.3,2046,"[4.209879398345947, 5.2936577796936035, 6.270628452301025, 6.509749889373779, 6.373116970062256, 5.4532389640808105, 5.014205455780029, 5.359403610229492, 6.003277778625488, 6.173035144805908, 5.072502136230469, 4.392871856689453]",5.510463715,"[130.50625610351562, 148.222412109375, 194.3894805908203, 195.29249572753906, 197.56661987304688, 163.59716796875, 155.44036865234375, 166.14151000976562, 180.09832763671875, 191.3640899658203, 152.17506408691406, 136.1790313720703]","[4.8, 4.88, 4.88, 4.85, 4.68]"
298,"hakamwala, mansa\rnow\rvector green\rsunshine pvt ltd",20,29.79088,75.50864,7.3,2046,"[4.333707809448242, 5.529303550720215, 6.458466529846191, 6.636146545410156, 6.284623622894287, 5.225142478942871, 5.40355920791626, 5.649125576019287, 6.207940101623535, 5.846141815185547, 4.9728474617004395, 4.7312235832214355]",5.606519222,"[134.34494018554688, 154.82049560546875, 200.21246337890625, 199.0843963623047, 194.82333374023438, 156.7542724609375, 167.5103302001953, 175.12289428710938, 186.2382049560547, 181.2303924560547, 149.1854248046875, 146.66793823242188]","[4.78, 4.87, 4.91, 4.87, 4.72]"
299,itanagar,0.09,27.08702,93.60903,4,703,"[4.457465171813965, 4.78045129776001, 4.84514045715332, 4.280994892120361, 4.869809150695801, 4.172638893127441, 4.12764310836792, 4.356834888458252, 4.544142723083496, 5.240609645843506, 4.8838324546813965, 4.541852951049805]",4.591784,"[138.18142700195312, 133.85263061523438, 150.19935607910156, 128.42984008789062, 150.96408081054688, 125.17916107177734, 127.95693969726562, 135.06187438964844, 136.32427978515625, 162.45889282226562, 146.5149688720703, 140.7974395751953]","[3.47, 3.52, 3.5, 3.48, 3.4]"
300,"khera, mansa",25,24.59176,73.75519,7.3,2046,"[6.351513862609863, 6.764344692230225, 7.19981050491333, 7.113372325897217, 6.804477691650391, 5.903636455535889, 4.662909507751465, 4.809869766235352, 5.7133283615112305, 6.606038570404053, 6.148444175720215, 5.881944179534912]",6.163307667,"[196.8969268798828, 189.4016571044922, 223.19412231445312, 213.4011688232422, 210.93881225585938, 177.10910034179688, 144.55020141601562, 149.10595703125, 171.3998565673828, 204.78720092773438, 184.4533233642578, 182.34027099609375]","[5.2, 5.13, 5.15, 5.11, 5.01]"
301,"khurd, mansa",25,30.12086,75.12187,7.3,2046,"[4.214666843414307, 5.368316173553467, 6.339207172393799, 6.73337984085083, 6.266472339630127, 5.447883605957031, 5.359050273895264, 5.860738754272461, 6.174874782562256, 5.720036029815674, 4.768867015838623, 4.72369909286499]",5.581432343,"[130.65467834472656, 150.31285095214844, 196.5154266357422, 202.0013885498047, 194.26063537597656, 163.43650817871094, 166.13055419921875, 181.6829071044922, 185.24624633789062, 177.3211212158203, 143.06600952148438, 146.43467712402344]","[4.78, 4.86, 4.86, 4.84, 4.67]"
302,"kot-shamir,\rbathinda",1,30.10722,75.00461,7.3,2046,"[4.440380096435547, 5.380542278289795, 6.534759044647217, 6.627516746520996, 6.267848968505859, 5.470888614654541, 5.46829891204834, 5.920377731323242, 6.370668888092041, 5.738422870635986, 5.2306437492370605, 4.7399210929870605]",5.682523251,"[137.6517791748047, 150.65518188476562, 202.57752990722656, 198.82550048828125, 194.30331420898438, 164.1266632080078, 169.51727294921875, 183.53170776367188, 191.1200714111328, 177.89111328125, 156.9193115234375, 146.93756103515625]","[4.78, 4.86, 4.86, 4.84, 4.67]"
